,file,age,gender,race,service_test,MCSBW
10608,val/10609.jpg,50-59,Male,East Asian,True,0.2096
1254,val/1255.jpg,50-59,Male,White,False,0.2186
1769,val/1770.jpg,50-59,Male,White,False,0.2067
10605,val/10606.jpg,50-59,Male,Latino_Hispanic,True,0.2312
1259,val/1260.jpg,50-59,Female,White,True,0.2151
1263,val/1264.jpg,50-59,Male,East Asian,False,0.2054
1273,val/1274.jpg,50-59,Male,Latino_Hispanic,False,0.202
3426,val/3427.jpg,50-59,Male,East Asian,True,0.2191
1278,val/1279.jpg,50-59,Male,Black,True,0.1862
1729,val/1730.jpg,50-59,Female,Black,False,0.1941
2274,val/2275.jpg,50-59,Male,White,False,0.2008
10357,val/10358.jpg,50-59,Female,Latino_Hispanic,False,0.1986
909,val/910.jpg,50-59,Female,Latino_Hispanic,False,0.1975
540,val/541.jpg,50-59,Female,Latino_Hispanic,True,0.2131
2865,val/2866.jpg,50-59,Male,Middle Eastern,True,0.2249
2859,val/2860.jpg,50-59,Male,Middle Eastern,False,0.2278
541,val/542.jpg,50-59,Male,White,False,0.1924
549,val/550.jpg,50-59,Female,Latino_Hispanic,True,0.2064
553,val/554.jpg,50-59,Male,Black,False,0.199
554,val/555.jpg,50-59,Male,Black,False,0.2148
2828,val/2829.jpg,50-59,Female,White,False,0.2039
555,val/556.jpg,50-59,Male,Indian,False,0.2164
2822,val/2823.jpg,50-59,Female,Southeast Asian,True,0.2112
10221,val/10222.jpg,50-59,Male,White,False,0.2207
561,val/562.jpg,50-59,Male,East Asian,False,0.2048
2806,val/2807.jpg,50-59,Female,Indian,False,0.2017
2794,val/2795.jpg,50-59,Male,Indian,False,0.2046
565,val/566.jpg,50-59,Male,East Asian,False,0.2296
10230,val/10231.jpg,50-59,Female,Latino_Hispanic,True,0.2253
569,val/570.jpg,50-59,Male,East Asian,True,0.2054
574,val/575.jpg,50-59,Male,White,False,0.2179
579,val/580.jpg,50-59,Male,Indian,False,0.1968
583,val/584.jpg,50-59,Female,Middle Eastern,True,0.1958
584,val/585.jpg,50-59,Female,Southeast Asian,False,0.2275
10241,val/10242.jpg,50-59,Female,Latino_Hispanic,False,0.2139
591,val/592.jpg,50-59,Female,White,True,0.213
10246,val/10247.jpg,50-59,Male,White,True,0.2144
599,val/600.jpg,50-59,Male,Middle Eastern,False,0.2014
2871,val/2872.jpg,50-59,Male,White,False,0.2208
10762,val/10763.jpg,50-59,Male,Black,False,0.1887
532,val/533.jpg,50-59,Male,White,False,0.2104
10798,val/10799.jpg,50-59,Male,Middle Eastern,True,0.2356
448,val/449.jpg,50-59,Female,Latino_Hispanic,False,0.2325
2995,val/2996.jpg,50-59,Male,Black,True,0.1886
10817,val/10818.jpg,50-59,Female,Black,True,0.1975
454,val/455.jpg,50-59,Female,Black,True,0.2131
462,val/463.jpg,50-59,Male,White,False,0.2289
10178,val/10179.jpg,50-59,Female,White,False,0.2322
2983,val/2984.jpg,50-59,Male,White,False,0.2244
466,val/467.jpg,50-59,Female,Middle Eastern,True,0.1906
469,val/470.jpg,50-59,Female,White,False,0.1913
2966,val/2967.jpg,50-59,Male,Black,False,0.2028
2965,val/2966.jpg,50-59,Female,Southeast Asian,False,0.2169
10186,val/10187.jpg,50-59,Male,Indian,False,0.1982
2949,val/2950.jpg,50-59,Male,East Asian,True,0.2095
480,val/481.jpg,50-59,Male,Middle Eastern,False,0.2256
2942,val/2943.jpg,50-59,Female,East Asian,True,0.2205
493,val/494.jpg,50-59,Female,Southeast Asian,False,0.2183
505,val/506.jpg,50-59,Male,White,False,0.1985
2931,val/2932.jpg,50-59,Female,Indian,True,0.1992
2929,val/2930.jpg,50-59,Male,East Asian,False,0.2213
2915,val/2916.jpg,50-59,Female,Middle Eastern,True,0.2085
10197,val/10198.jpg,50-59,Female,Indian,False,0.197
2914,val/2915.jpg,50-59,Male,Southeast Asian,True,0.2246
10199,val/10200.jpg,50-59,Male,Indian,False,0.2126
2913,val/2914.jpg,50-59,Male,White,False,0.2306
2907,val/2908.jpg,50-59,Male,White,False,0.212
527,val/528.jpg,50-59,Male,Latino_Hispanic,False,0.2286
10760,val/10761.jpg,50-59,Male,Middle Eastern,True,0.206
618,val/619.jpg,50-59,Male,Black,False,0.2169
634,val/635.jpg,50-59,Male,White,False,0.2299
2414,val/2415.jpg,50-59,Male,White,False,0.2108
10316,val/10317.jpg,50-59,Male,Black,True,0.2198
2412,val/2413.jpg,50-59,Female,Black,False,0.1819
10719,val/10720.jpg,50-59,Male,White,False,0.2142
2393,val/2394.jpg,50-59,Female,Latino_Hispanic,False,0.2117
803,val/804.jpg,50-59,Male,Southeast Asian,False,0.2253
811,val/812.jpg,50-59,Female,Latino_Hispanic,False,0.2296
838,val/839.jpg,50-59,Female,Indian,True,0.194
840,val/841.jpg,50-59,Male,Middle Eastern,False,0.2091
854,val/855.jpg,50-59,Male,Latino_Hispanic,False,0.2184
10707,val/10708.jpg,50-59,Male,Black,True,0.2172
10328,val/10329.jpg,50-59,Male,White,False,0.2095
2344,val/2345.jpg,50-59,Female,Southeast Asian,False,0.2275
2332,val/2333.jpg,50-59,Male,Latino_Hispanic,False,0.2
873,val/874.jpg,50-59,Male,Middle Eastern,False,0.2117
10340,val/10341.jpg,50-59,Male,Latino_Hispanic,False,0.2095
2313,val/2314.jpg,50-59,Female,Southeast Asian,True,0.2253
2307,val/2308.jpg,50-59,Male,Middle Eastern,False,0.2277
883,val/884.jpg,50-59,Female,Middle Eastern,True,0.221
884,val/885.jpg,50-59,Female,Black,True,0.2023
889,val/890.jpg,50-59,Male,Southeast Asian,True,0.2087
2299,val/2300.jpg,50-59,Female,Latino_Hispanic,False,0.21
2297,val/2298.jpg,50-59,Male,Latino_Hispanic,False,0.2211
898,val/899.jpg,50-59,Male,Indian,False,0.2115
903,val/904.jpg,50-59,Female,Indian,False,0.2198
10314,val/10315.jpg,50-59,Female,Indian,True,0.2131
2419,val/2420.jpg,50-59,Male,East Asian,False,0.2295
760,val/761.jpg,50-59,Female,Black,False,0.2129
741,val/742.jpg,50-59,Male,White,True,0.2026
2659,val/2660.jpg,50-59,Male,East Asian,False,0.2155
10256,val/10257.jpg,50-59,Male,Indian,True,0.1992
10257,val/10258.jpg,50-59,Female,Latino_Hispanic,False,0.2311
2652,val/2653.jpg,50-59,Male,Middle Eastern,True,0.2225
654,val/655.jpg,50-59,Female,White,True,0.2023
679,val/680.jpg,50-59,Female,Black,False,0.2222
2643,val/2644.jpg,50-59,Male,White,False,0.2223
2632,val/2633.jpg,50-59,Female,Indian,False,0.2094
694,val/695.jpg,50-59,Female,Indian,False,0.2196
2619,val/2620.jpg,50-59,Male,Latino_Hispanic,False,0.1942
703,val/704.jpg,50-59,Female,Indian,False,0.202
2605,val/2606.jpg,50-59,Female,Southeast Asian,True,0.2343
10823,val/10824.jpg,50-59,Male,White,False,0.2147
10272,val/10273.jpg,50-59,Male,White,False,0.2012
705,val/706.jpg,50-59,Female,Black,True,0.1976
707,val/708.jpg,50-59,Male,White,False,0.2251
710,val/711.jpg,50-59,Male,White,False,0.2227
2555,val/2556.jpg,50-59,Male,East Asian,False,0.2242
2525,val/2526.jpg,50-59,Female,Indian,False,0.2152
10291,val/10292.jpg,50-59,Male,Latino_Hispanic,False,0.1992
2518,val/2519.jpg,50-59,Male,Black,True,0.2019
2462,val/2463.jpg,50-59,Male,Indian,True,0.1992
10733,val/10734.jpg,50-59,Female,Black,True,0.2092
10304,val/10305.jpg,50-59,Female,White,False,0.2125
2456,val/2457.jpg,50-59,Male,Middle Eastern,False,0.2306
2450,val/2451.jpg,50-59,Female,White,True,0.2205
2596,val/2597.jpg,50-59,Female,East Asian,True,0.2195
10743,val/10744.jpg,50-59,Female,Latino_Hispanic,True,0.2327
4360,val/4361.jpg,50-59,Male,Middle Eastern,False,0.227
3459,val/3460.jpg,50-59,Male,Indian,False,0.2183
6362,val/6363.jpg,50-59,Male,White,False,0.203
6364,val/6365.jpg,50-59,Male,White,True,0.2155
6372,val/6373.jpg,50-59,Male,East Asian,False,0.1962
6399,val/6400.jpg,50-59,Female,Latino_Hispanic,False,0.211
6410,val/6411.jpg,50-59,Female,White,False,0.2194
9252,val/9253.jpg,50-59,Female,Indian,True,0.2079
6457,val/6458.jpg,50-59,Male,Southeast Asian,True,0.2163
6484,val/6485.jpg,50-59,Female,Black,True,0.2036
6491,val/6492.jpg,50-59,Male,East Asian,False,0.2185
6522,val/6523.jpg,50-59,Female,White,False,0.22
6524,val/6525.jpg,50-59,Male,Indian,False,0.2108
6531,val/6532.jpg,50-59,Male,Middle Eastern,False,0.2174
6540,val/6541.jpg,50-59,Female,Southeast Asian,True,0.2113
6554,val/6555.jpg,50-59,Male,Indian,False,0.2052
6567,val/6568.jpg,50-59,Male,White,False,0.2133
6359,val/6360.jpg,50-59,Female,Latino_Hispanic,False,0.2288
6570,val/6571.jpg,50-59,Male,Latino_Hispanic,False,0.2137
6355,val/6356.jpg,50-59,Male,White,False,0.204
6321,val/6322.jpg,50-59,Male,Black,True,0.2068
6146,val/6147.jpg,50-59,Female,White,False,0.2277
6152,val/6153.jpg,50-59,Male,Middle Eastern,False,0.2128
6158,val/6159.jpg,50-59,Female,Indian,True,0.2144
6160,val/6161.jpg,50-59,Male,Southeast Asian,True,0.2142
6194,val/6195.jpg,50-59,Male,Black,True,0.1896
6195,val/6196.jpg,50-59,Female,East Asian,False,0.213
9306,val/9307.jpg,50-59,Female,Black,True,0.2251
6219,val/6220.jpg,50-59,Male,Latino_Hispanic,False,0.2198
6235,val/6236.jpg,50-59,Male,Indian,False,0.208
6240,val/6241.jpg,50-59,Female,Latino_Hispanic,True,0.2207
6244,val/6245.jpg,50-59,Male,White,False,0.2079
6292,val/6293.jpg,50-59,Female,White,True,0.2069
6302,val/6303.jpg,50-59,Female,Middle Eastern,True,0.1945
6303,val/6304.jpg,50-59,Female,Latino_Hispanic,False,0.2225
6311,val/6312.jpg,50-59,Male,East Asian,False,0.2155
6343,val/6344.jpg,50-59,Male,East Asian,False,0.1986
6145,val/6146.jpg,50-59,Male,Latino_Hispanic,False,0.2291
9225,val/9226.jpg,50-59,Male,Middle Eastern,True,0.2139
6604,val/6605.jpg,50-59,Female,Indian,False,0.2051
6845,val/6846.jpg,50-59,Male,Indian,False,0.2163
6850,val/6851.jpg,50-59,Male,East Asian,False,0.2307
6858,val/6859.jpg,50-59,Male,East Asian,True,0.2223
6879,val/6880.jpg,50-59,Female,East Asian,True,0.212
6884,val/6885.jpg,50-59,Female,White,False,0.2083
6887,val/6888.jpg,50-59,Male,Latino_Hispanic,True,0.21
6915,val/6916.jpg,50-59,Male,White,False,0.195
9140,val/9141.jpg,50-59,Male,Latino_Hispanic,False,0.1936
6933,val/6934.jpg,50-59,Male,Latino_Hispanic,False,0.2189
9131,val/9132.jpg,50-59,Male,White,False,0.2086
6948,val/6949.jpg,50-59,Male,Latino_Hispanic,False,0.2253
6960,val/6961.jpg,50-59,Female,Indian,True,0.2186
9128,val/9129.jpg,50-59,Female,Southeast Asian,True,0.2228
6970,val/6971.jpg,50-59,Female,Middle Eastern,True,0.2258
6993,val/6994.jpg,50-59,Male,East Asian,False,0.209
6820,val/6821.jpg,50-59,Male,White,False,0.2213
6578,val/6579.jpg,50-59,Female,Black,False,0.1858
9166,val/9167.jpg,50-59,Female,White,True,0.2072
6783,val/6784.jpg,50-59,Male,Latino_Hispanic,False,0.2064
6623,val/6624.jpg,50-59,Female,Southeast Asian,False,0.2162
6628,val/6629.jpg,50-59,Male,White,False,0.2118
9211,val/9212.jpg,50-59,Male,White,False,0.2074
6692,val/6693.jpg,50-59,Male,White,False,0.2244
6703,val/6704.jpg,50-59,Female,Latino_Hispanic,True,0.2267
9196,val/9197.jpg,50-59,Male,Indian,False,0.2056
6717,val/6718.jpg,50-59,Male,White,False,0.2297
6733,val/6734.jpg,50-59,Female,Indian,False,0.2102
6743,val/6744.jpg,50-59,Male,White,False,0.1934
6753,val/6754.jpg,50-59,Male,Southeast Asian,False,0.2004
6761,val/6762.jpg,50-59,Male,Latino_Hispanic,False,0.1992
6765,val/6766.jpg,50-59,Male,White,False,0.2059
6769,val/6770.jpg,50-59,Male,Middle Eastern,True,0.2268
6771,val/6772.jpg,50-59,Male,Indian,False,0.2119
6776,val/6777.jpg,50-59,Female,Latino_Hispanic,False,0.2244
9171,val/9172.jpg,50-59,Female,Indian,True,0.2233
6134,val/6135.jpg,50-59,Male,Indian,False,0.2056
6132,val/6133.jpg,50-59,Male,Latino_Hispanic,False,0.2234
6115,val/6116.jpg,50-59,Male,White,False,0.1976
5532,val/5533.jpg,50-59,Female,Latino_Hispanic,True,0.2158
5540,val/5541.jpg,50-59,Female,White,False,0.207
5545,val/5546.jpg,50-59,Male,Latino_Hispanic,False,0.216
9495,val/9496.jpg,50-59,Male,White,True,0.231
5562,val/5563.jpg,50-59,Male,White,False,0.2189
5584,val/5585.jpg,50-59,Female,White,False,0.2115
9480,val/9481.jpg,50-59,Female,Indian,True,0.2188
9479,val/9480.jpg,50-59,Female,Middle Eastern,True,0.2183
5636,val/5637.jpg,50-59,Female,White,False,0.2301
5638,val/5639.jpg,50-59,Male,Latino_Hispanic,True,0.2119
9472,val/9473.jpg,50-59,Male,White,True,0.2322
5658,val/5659.jpg,50-59,Male,Black,False,0.21
5660,val/5661.jpg,50-59,Female,East Asian,False,0.2078
5663,val/5664.jpg,50-59,Male,Indian,False,0.2186
5677,val/5678.jpg,50-59,Male,Latino_Hispanic,False,0.2076
5526,val/5527.jpg,50-59,Male,East Asian,False,0.2148
9461,val/9462.jpg,50-59,Male,Latino_Hispanic,False,0.2081
9504,val/9505.jpg,50-59,Male,White,False,0.2117
5473,val/5474.jpg,50-59,Female,Indian,False,0.1932
5333,val/5334.jpg,50-59,Male,White,False,0.2024
9544,val/9545.jpg,50-59,Male,Indian,False,0.1982
5353,val/5354.jpg,50-59,Male,Indian,False,0.2032
9540,val/9541.jpg,50-59,Female,Latino_Hispanic,True,0.2046
5354,val/5355.jpg,50-59,Female,Latino_Hispanic,False,0.2173
5378,val/5379.jpg,50-59,Male,Black,False,0.2042
5388,val/5389.jpg,50-59,Male,White,True,0.2178
5404,val/5405.jpg,50-59,Female,White,True,0.2081
5409,val/5410.jpg,50-59,Male,White,False,0.2244
5411,val/5412.jpg,50-59,Male,White,False,0.2107
5431,val/5432.jpg,50-59,Male,Southeast Asian,False,0.2103
5434,val/5435.jpg,50-59,Male,Indian,False,0.2003
9524,val/9525.jpg,50-59,Male,Middle Eastern,True,0.202
9521,val/9522.jpg,50-59,Male,Indian,False,0.2117
5462,val/5463.jpg,50-59,Male,Latino_Hispanic,False,0.2317
5512,val/5513.jpg,50-59,Female,Black,True,0.1908
5712,val/5713.jpg,50-59,Female,White,True,0.205
5714,val/5715.jpg,50-59,Female,Latino_Hispanic,False,0.2238
5722,val/5723.jpg,50-59,Male,Middle Eastern,False,0.2139
9366,val/9367.jpg,50-59,Female,White,False,0.2213
6007,val/6008.jpg,50-59,Female,Indian,True,0.2156
6008,val/6009.jpg,50-59,Male,White,False,0.2212
6024,val/6025.jpg,50-59,Male,Southeast Asian,True,0.2346
6026,val/6027.jpg,50-59,Male,Indian,False,0.216
9350,val/9351.jpg,50-59,Male,White,False,0.2174
6063,val/6064.jpg,50-59,Male,White,False,0.2295
6072,val/6073.jpg,50-59,Male,Indian,False,0.2153
6073,val/6074.jpg,50-59,Female,East Asian,False,0.1998
3432,val/3433.jpg,50-59,Female,Middle Eastern,True,0.2201
6080,val/6081.jpg,50-59,Female,Indian,False,0.205
9339,val/9340.jpg,50-59,Female,Indian,True,0.1915
6089,val/6090.jpg,50-59,Male,Indian,False,0.2076
6105,val/6106.jpg,50-59,Male,Middle Eastern,False,0.2034
6106,val/6107.jpg,50-59,Female,Indian,True,0.2098
6002,val/6003.jpg,50-59,Female,Middle Eastern,True,0.2195
6000,val/6001.jpg,50-59,Male,East Asian,False,0.218
5992,val/5993.jpg,50-59,Female,Middle Eastern,True,0.1967
5974,val/5975.jpg,50-59,Female,White,False,0.2183
5736,val/5737.jpg,50-59,Male,Middle Eastern,False,0.202
5754,val/5755.jpg,50-59,Male,Indian,False,0.2146
9434,val/9435.jpg,50-59,Male,Southeast Asian,False,0.2164
5784,val/5785.jpg,50-59,Male,Southeast Asian,False,0.1927
5787,val/5788.jpg,50-59,Female,Latino_Hispanic,True,0.2081
5823,val/5824.jpg,50-59,Male,Middle Eastern,False,0.232
5851,val/5852.jpg,50-59,Female,White,False,0.223
7000,val/7001.jpg,50-59,Male,Black,False,0.1967
5878,val/5879.jpg,50-59,Male,Middle Eastern,True,0.2031
5889,val/5890.jpg,50-59,Female,East Asian,True,0.2133
5899,val/5900.jpg,50-59,Female,Southeast Asian,True,0.2087
5905,val/5906.jpg,50-59,Male,Latino_Hispanic,False,0.2252
5935,val/5936.jpg,50-59,Female,Indian,False,0.2089
5958,val/5959.jpg,50-59,Female,Latino_Hispanic,False,0.2144
5959,val/5960.jpg,50-59,Male,Indian,True,0.2106
5970,val/5971.jpg,50-59,Male,Middle Eastern,False,0.1942
5882,val/5883.jpg,50-59,Male,East Asian,True,0.2147
7028,val/7029.jpg,50-59,Female,White,False,0.2103
7049,val/7050.jpg,50-59,Male,East Asian,False,0.2167
7057,val/7058.jpg,50-59,Female,Indian,False,0.1887
8071,val/8072.jpg,50-59,Male,Latino_Hispanic,False,0.2109
8073,val/8074.jpg,50-59,Male,White,True,0.2151
8086,val/8087.jpg,50-59,Male,Indian,False,0.2075
8112,val/8113.jpg,50-59,Female,Southeast Asian,True,0.1998
8120,val/8121.jpg,50-59,Male,Indian,False,0.2096
8141,val/8142.jpg,50-59,Male,Black,True,0.193
8798,val/8799.jpg,50-59,Female,White,False,0.2152
8796,val/8797.jpg,50-59,Male,Middle Eastern,True,0.2173
8170,val/8171.jpg,50-59,Male,Black,False,0.1881
8177,val/8178.jpg,50-59,Female,Middle Eastern,True,0.2046
8184,val/8185.jpg,50-59,Male,Black,True,0.1918
8190,val/8191.jpg,50-59,Male,Middle Eastern,False,0.2119
8208,val/8209.jpg,50-59,Male,Latino_Hispanic,False,0.2056
8224,val/8225.jpg,50-59,Female,Latino_Hispanic,True,0.2144
8231,val/8232.jpg,50-59,Male,Latino_Hispanic,False,0.215
8031,val/8032.jpg,50-59,Male,East Asian,True,0.2203
8245,val/8246.jpg,50-59,Male,Black,False,0.2277
8830,val/8831.jpg,50-59,Male,White,True,0.207
8020,val/8021.jpg,50-59,Male,White,False,0.2203
7835,val/7836.jpg,50-59,Male,East Asian,False,0.2255
7848,val/7849.jpg,50-59,Female,Black,True,0.2087
7861,val/7862.jpg,50-59,Male,Latino_Hispanic,True,0.2089
7883,val/7884.jpg,50-59,Female,Indian,True,0.2106
7889,val/7890.jpg,50-59,Male,White,False,0.1964
7898,val/7899.jpg,50-59,Male,White,False,0.2219
7908,val/7909.jpg,50-59,Female,Southeast Asian,True,0.2122
7909,val/7910.jpg,50-59,Female,Indian,False,0.1998
8859,val/8860.jpg,50-59,Male,White,True,0.2031
7924,val/7925.jpg,50-59,Female,Indian,True,0.2173
7959,val/7960.jpg,50-59,Female,Middle Eastern,True,0.2057
7982,val/7983.jpg,50-59,Male,Middle Eastern,False,0.2095
8843,val/8844.jpg,50-59,Female,Black,False,0.2054
8004,val/8005.jpg,50-59,Male,Latino_Hispanic,False,0.2046
8009,val/8010.jpg,50-59,Male,Latino_Hispanic,False,0.2284
8833,val/8834.jpg,50-59,Male,White,False,0.2137
8764,val/8765.jpg,50-59,Female,White,True,0.2083
8274,val/8275.jpg,50-59,Male,Middle Eastern,True,0.1989
8314,val/8315.jpg,50-59,Female,Black,False,0.201
8526,val/8527.jpg,50-59,Female,Latino_Hispanic,False,0.211
8547,val/8548.jpg,50-59,Male,Middle Eastern,True,0.2235
8553,val/8554.jpg,50-59,Male,Latino_Hispanic,False,0.2368
8557,val/8558.jpg,50-59,Male,White,True,0.2161
8575,val/8576.jpg,50-59,Male,Middle Eastern,False,0.2118
8594,val/8595.jpg,50-59,Female,Latino_Hispanic,False,0.2034
8601,val/8602.jpg,50-59,Male,White,True,0.2145
8603,val/8604.jpg,50-59,Female,Southeast Asian,True,0.2185
8609,val/8610.jpg,50-59,Male,Indian,False,0.207
8611,val/8612.jpg,50-59,Female,Southeast Asian,True,0.2073
8622,val/8623.jpg,50-59,Male,White,True,0.2272
8639,val/8640.jpg,50-59,Female,White,False,0.2169
8640,val/8641.jpg,50-59,Male,East Asian,False,0.2274
8652,val/8653.jpg,50-59,Male,Middle Eastern,True,0.2024
8650,val/8651.jpg,50-59,Male,White,False,0.217
8511,val/8512.jpg,50-59,Male,White,False,0.2219
8503,val/8504.jpg,50-59,Male,White,False,0.2312
8495,val/8496.jpg,50-59,Female,White,True,0.1814
8483,val/8484.jpg,50-59,Male,Indian,False,0.2119
8323,val/8324.jpg,50-59,Female,White,True,0.2233
8748,val/8749.jpg,50-59,Male,Middle Eastern,False,0.226
8337,val/8338.jpg,50-59,Male,White,False,0.2234
8393,val/8394.jpg,50-59,Male,Latino_Hispanic,False,0.2008
8729,val/8730.jpg,50-59,Male,White,False,0.2145
8727,val/8728.jpg,50-59,Male,White,True,0.2064
8725,val/8726.jpg,50-59,Female,White,True,0.2109
7824,val/7825.jpg,50-59,Male,Southeast Asian,False,0.22
8409,val/8410.jpg,50-59,Male,Latino_Hispanic,False,0.2064
8416,val/8417.jpg,50-59,Male,Latino_Hispanic,False,0.2191
8443,val/8444.jpg,50-59,Female,Indian,False,0.2264
8447,val/8448.jpg,50-59,Male,White,False,0.2212
8713,val/8714.jpg,50-59,Male,Indian,False,0.201
8449,val/8450.jpg,50-59,Male,Latino_Hispanic,True,0.2145
8481,val/8482.jpg,50-59,Male,Indian,False,0.197
8701,val/8702.jpg,50-59,Male,Black,True,0.1906
8721,val/8722.jpg,50-59,Male,Latino_Hispanic,False,0.1918
9552,val/9553.jpg,50-59,Male,White,False,0.2102
7823,val/7824.jpg,50-59,Male,Middle Eastern,True,0.2224
7817,val/7818.jpg,50-59,Male,Middle Eastern,False,0.2043
7322,val/7323.jpg,50-59,Male,White,False,0.2241
7323,val/7324.jpg,50-59,Female,Latino_Hispanic,False,0.2178
7328,val/7329.jpg,50-59,Male,White,False,0.226
7329,val/7330.jpg,50-59,Male,Latino_Hispanic,False,0.2089
7334,val/7335.jpg,50-59,Female,East Asian,True,0.2129
7348,val/7349.jpg,50-59,Female,Latino_Hispanic,False,0.2201
7354,val/7355.jpg,50-59,Female,Latino_Hispanic,True,0.2153
7365,val/7366.jpg,50-59,Male,White,False,0.2156
7397,val/7398.jpg,50-59,Male,Latino_Hispanic,False,0.2091
7403,val/7404.jpg,50-59,Female,White,False,0.2185
7410,val/7411.jpg,50-59,Female,Latino_Hispanic,False,0.208
7420,val/7421.jpg,50-59,Female,Black,False,0.231
7425,val/7426.jpg,50-59,Male,Middle Eastern,False,0.2075
7433,val/7434.jpg,50-59,Female,Black,False,0.195
7434,val/7435.jpg,50-59,Male,Indian,True,0.2264
7310,val/7311.jpg,50-59,Female,Indian,True,0.1986
7437,val/7438.jpg,50-59,Male,Indian,False,0.1951
7290,val/7291.jpg,50-59,Female,Black,True,0.1888
7213,val/7214.jpg,50-59,Male,Southeast Asian,True,0.2085
7060,val/7061.jpg,50-59,Female,Black,False,0.2089
7075,val/7076.jpg,50-59,Female,White,False,0.2188
7078,val/7079.jpg,50-59,Male,Indian,False,0.2145
9094,val/9095.jpg,50-59,Male,White,False,0.2195
7100,val/7101.jpg,50-59,Male,Southeast Asian,True,0.2018
7110,val/7111.jpg,50-59,Female,White,False,0.2146
9088,val/9089.jpg,50-59,Male,Latino_Hispanic,False,0.2161
7117,val/7118.jpg,50-59,Male,Middle Eastern,True,0.2126
7128,val/7129.jpg,50-59,Female,Middle Eastern,True,0.2191
7134,val/7135.jpg,50-59,Female,East Asian,True,0.2305
7140,val/7141.jpg,50-59,Male,Southeast Asian,True,0.2224
7151,val/7152.jpg,50-59,Male,Middle Eastern,True,0.2231
7155,val/7156.jpg,50-59,Female,Black,False,0.1975
7183,val/7184.jpg,50-59,Male,Indian,False,0.1998
9053,val/9054.jpg,50-59,Female,Latino_Hispanic,True,0.2041
9040,val/9041.jpg,50-59,Male,White,False,0.2295
7463,val/7464.jpg,50-59,Female,Indian,False,0.2107
7475,val/7476.jpg,50-59,Male,Latino_Hispanic,False,0.2065
7493,val/7494.jpg,50-59,Male,White,False,0.205
7639,val/7640.jpg,50-59,Female,Latino_Hispanic,True,0.2244
8928,val/8929.jpg,50-59,Male,Black,False,0.2046
7675,val/7676.jpg,50-59,Male,White,False,0.2062
7681,val/7682.jpg,50-59,Male,Black,False,0.2194
7690,val/7691.jpg,50-59,Male,Latino_Hispanic,True,0.2035
7692,val/7693.jpg,50-59,Female,Middle Eastern,True,0.2026
7704,val/7705.jpg,50-59,Male,Middle Eastern,True,0.2147
7712,val/7713.jpg,50-59,Male,Latino_Hispanic,False,0.2097
8913,val/8914.jpg,50-59,Female,Indian,False,0.2067
7723,val/7724.jpg,50-59,Male,White,False,0.2074
7743,val/7744.jpg,50-59,Male,White,False,0.2255
7744,val/7745.jpg,50-59,Female,Southeast Asian,True,0.2076
8906,val/8907.jpg,50-59,Male,Indian,False,0.1938
8898,val/8899.jpg,50-59,Male,Latino_Hispanic,False,0.2117
7802,val/7803.jpg,50-59,Male,East Asian,False,0.1979
7637,val/7638.jpg,50-59,Male,Indian,False,0.2236
8937,val/8938.jpg,50-59,Female,Black,False,0.1926
8942,val/8943.jpg,50-59,Female,Black,False,0.2164
8947,val/8948.jpg,50-59,Male,Black,False,0.2072
7494,val/7495.jpg,50-59,Male,Black,False,0.211
7498,val/7499.jpg,50-59,Male,Black,False,0.2101
7500,val/7501.jpg,50-59,Male,Latino_Hispanic,False,0.2157
8981,val/8982.jpg,50-59,Male,Middle Eastern,False,0.2091
8978,val/8979.jpg,50-59,Male,Latino_Hispanic,False,0.1979
8974,val/8975.jpg,50-59,Female,Middle Eastern,True,0.2225
7526,val/7527.jpg,50-59,Male,Black,True,0.1934
8889,val/8890.jpg,50-59,Female,White,False,0.1936
8971,val/8972.jpg,50-59,Female,Indian,False,0.2003
7566,val/7567.jpg,50-59,Female,East Asian,True,0.2274
8959,val/8960.jpg,50-59,Male,White,False,0.2327
8958,val/8959.jpg,50-59,Female,Latino_Hispanic,False,0.2002
8957,val/8958.jpg,50-59,Male,Indian,False,0.1998
7579,val/7580.jpg,50-59,Male,Middle Eastern,False,0.2283
7581,val/7582.jpg,50-59,Female,Indian,False,0.2188
7582,val/7583.jpg,50-59,Male,East Asian,True,0.2273
7534,val/7535.jpg,50-59,Male,Black,False,0.2106
9554,val/9555.jpg,50-59,Female,Latino_Hispanic,True,0.1984
6077,val/6078.jpg,50-59,Male,Indian,False,0.2018
5308,val/5309.jpg,50-59,Male,Black,False,0.1888
4693,val/4694.jpg,50-59,Male,Latino_Hispanic,False,0.219
9737,val/9738.jpg,50-59,Female,White,False,0.201
4661,val/4662.jpg,50-59,Female,East Asian,True,0.2074
9740,val/9741.jpg,50-59,Male,White,False,0.2192
4655,val/4656.jpg,50-59,Male,White,False,0.2101
4643,val/4644.jpg,50-59,Female,Indian,True,0.1919
4641,val/4642.jpg,50-59,Male,East Asian,False,0.2009
4626,val/4627.jpg,50-59,Female,Indian,False,0.2141
9754,val/9755.jpg,50-59,Male,White,False,0.2094
5313,val/5314.jpg,50-59,Female,Black,False,0.2057
4562,val/4563.jpg,50-59,Female,Southeast Asian,False,0.1997
4561,val/4562.jpg,50-59,Female,Indian,True,0.2113
4552,val/4553.jpg,50-59,Male,Latino_Hispanic,False,0.2212
9730,val/9731.jpg,50-59,Male,Black,False,0.1814
